no,tingkat_pendidikan,Usia,nama_prodi,Pengalaman Kerja,Sertifikat,disabilitas,status_pernikahan,jumlah_anak
1431,Strata I (S1),26,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1432,SMK / MAK / Sederajat,21,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1433,SMK / MAK / Sederajat,33,Kepariwisataan,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1434,Strata I (S1),31,Manajemen,"{""TENAGA TATA USAHA""}",tidak ada,f,Janda,2
1435,SMK / MAK / Sederajat,21,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1436,SMK / MAK / Sederajat,29,Teknik Otomotif,tidak ada,ada,f,Duda,1
1437,SLTA / MA / Sederajat,26,Sosiologi,tidak ada,tidak ada,f,Belum menikah,0
1438,Strata I (S1),29,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1439,Strata I (S1),33,Manajemen,"{""Information Technology (IT)""}",ada,t,Menikah,0
1440,SMK / MAK / Sederajat,27,Komputer Multimedia,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1441,SLTA / MA / Sederajat,35,Desain Komunikasi Visual,tidak ada,tidak ada,f,Menikah,2
1442,Diploma III,36,Ilmu Teknik Sipil,tidak ada,tidak ada,f,Menikah,1
1443,Strata I (S1),27,Manajemen Pemasaran,tidak ada,ada,f,Belum menikah,0
1444,SLTA / MA / Sederajat,25,IPS,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1445,Diploma IV,31,Teknik Mesin,{Teknik},tidak ada,f,Menikah,1
1446,SLTA / MA / Sederajat,20,IPS,tidak ada,tidak ada,f,Belum menikah,0
1447,SMK / MAK / Sederajat,39,Teknik Otomotif,tidak ada,tidak ada,t,Menikah,2
1448,Diploma III,48,Teknik Elektro,tidak ada,ada,f,Menikah,3
1449,Strata I (S1),30,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Menikah,1
1450,Strata I (S1),38,Manajemen,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1451,Strata I (S1),42,Teknik Sipil,"{""Lain - Lain""}",ada,f,Menikah,0
1452,Strata I (S1),35,Manajemen,"{""Information Technology (IT)""}",tidak ada,f,Menikah,2
1453,Strata I (S1),25,Fisika,tidak ada,ada,f,Belum menikah,0
1454,Strata I (S1),43,Manajemen,{Marketing},tidak ada,f,Menikah,1
1455,Strata II (Magister/S2),30,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1456,Strata I (S1),34,Teknologi Pendidikan,tidak ada,tidak ada,f,Menikah,1
1457,Strata I (S1),29,Ekonomi Islam,tidak ada,tidak ada,f,Menikah,0
1458,SMK / MAK / Sederajat,23,Teknik Otomotif,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",ada,f,Belum menikah,0
1459,Strata I (S1),25,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1460,Strata I (S1),29,Sastra Inggris,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1461,SLTA / MA / Sederajat,28,IPA,{Marketing},tidak ada,f,Belum menikah,0
1462,SMK / MAK / Sederajat,25,Teknik Komputer,"{""Lain - Lain""}",ada,f,Belum menikah,0
1463,Strata I (S1),35,Ilmu Komunikasi,"{""TENAGA PROFESIONAL""}",ada,f,Menikah,2
1464,Strata I (S1),30,Ilmu Komunikasi,tidak ada,ada,f,Belum menikah,0
1465,SLTA / MA / Sederajat,31,IPS,tidak ada,tidak ada,f,Menikah,1
1466,SMK / MAK / Sederajat,30,IPA,tidak ada,tidak ada,f,Belum menikah,0
1467,Strata I (S1),37,Manajemen,tidak ada,tidak ada,f,Menikah,2
1468,Strata I (S1),32,Ilmu Hukum,tidak ada,ada,f,Belum menikah,0
1469,Strata I (S1),40,Ilmu Ekonomi,"{""Perbankan / Keuangan""}",ada,f,Belum menikah,0
1470,Strata I (S1),38,Arsitektur,tidak ada,tidak ada,f,Menikah,0
1471,SMK / MAK / Sederajat,30,Teknik Kendaraan Ringan,"{""Lain - Lain""}",tidak ada,f,Menikah,3
1472,SMK / MAK / Sederajat,29,Teknik Mesin,{Teknik},ada,f,Belum menikah,0
1473,Strata I (S1),37,Teknik Industri,tidak ada,tidak ada,f,Menikah,1
1474,SMK / MAK / Sederajat,21,Teknik Mesin,"{""Pariwisata dan Perhotelan""}",tidak ada,t,Belum menikah,0
1475,Strata I (S1),25,Matematika,tidak ada,tidak ada,f,Belum menikah,0
1476,Strata I (S1),34,Manajemen,tidak ada,tidak ada,f,Menikah,0
1477,SLTA / MA / Sederajat,34,IPA,tidak ada,tidak ada,f,Menikah,0
1478,SMK / MAK / Sederajat,24,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
1479,Strata I (S1),38,Manajemen,tidak ada,tidak ada,f,Menikah,2
1480,SMK / MAK / Sederajat,27,Teknik Kendaraan Ringan,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",tidak ada,f,Belum menikah,0
1481,SMK / MAK / Sederajat,26,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1482,SMK / MAK / Sederajat,28,Desain Komunikasi Visual,tidak ada,tidak ada,f,Menikah,1
1483,Diploma IV,22,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1484,SMK / MAK / Sederajat,23,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1485,Strata I (S1),34,Teknik Informatika,"{""Lain - Lain""}",ada,f,Menikah,1
1486,Diploma I,37,Teknik Informatika,tidak ada,tidak ada,t,Menikah,1
1487,Strata I (S1),28,Ilmu Komunikasi,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
1488,Strata I (S1),24,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1489,Diploma IV,34,Komputer Multimedia,"{""Information Technology (IT)""}",ada,f,Menikah,0
1490,Strata I (S1),35,Ilmu Komunikasi,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1491,Strata II (Magister/S2),27,Manajemen,{Pendidikan},tidak ada,f,Belum menikah,1
1492,SMK / MAK / Sederajat,28,Desain Komunikasi Visual,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1493,Strata I (S1),37,Sistem Informasi,"{""Information Technology (IT)""}",ada,f,Menikah,0
1494,Strata I (S1),27,Psikologi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1495,Strata I (S1),26,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1496,Strata I (S1),43,Ilmu Hukum,{Marketing},tidak ada,f,Menikah,2
1497,Strata I (S1),24,Manajemen Pemasaran,tidak ada,tidak ada,f,Belum menikah,0
1498,Strata I (S1),34,Teknik Komputer,"{""Information Technology (IT)""}",ada,f,Menikah,1
1499,SMK / MAK / Sederajat,24,Farmasi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1500,Diploma III,26,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1501,Diploma I,44,Kepariwisataan,tidak ada,tidak ada,f,Menikah,4
1502,SMK / MAK / Sederajat,36,Ilmu Ekonomi,tidak ada,tidak ada,f,Menikah,1
1503,Strata I (S1),34,Sastra Inggris,tidak ada,tidak ada,f,Menikah,2
1504,SLTA / MA / Sederajat,20,Desain Komunikasi Visual,tidak ada,tidak ada,t,Belum menikah,0
1505,Strata I (S1),37,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1506,Diploma I,44,Teknik Komputer,tidak ada,tidak ada,f,Menikah,1
1507,Strata I (S1),40,Ilmu Komunikasi,tidak ada,tidak ada,f,Menikah,2
1508,SLTA / MA / Sederajat,40,IPS,tidak ada,tidak ada,f,Menikah,2
1509,SLTA / MA / Sederajat,42,Manajemen,tidak ada,tidak ada,f,Menikah,3
1510,SMK / MAK / Sederajat,24,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1511,Diploma III,32,Gizi,tidak ada,tidak ada,f,Menikah,1
1512,SMK / MAK / Sederajat,34,Teknik Mesin,tidak ada,tidak ada,f,Menikah,2
1513,Strata I (S1),27,Manajemen,"{""Information Technology (IT)""}",ada,f,Menikah,1
1514,Strata I (S1),25,Teknik Industri,tidak ada,tidak ada,f,Belum menikah,0
1515,Strata I (S1),28,Bahasa dan Sastra Indonesia,tidak ada,tidak ada,f,Menikah,1
1516,Strata I (S1),26,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1517,Strata I (S1),29,Ilmu Administrasi Negara,tidak ada,tidak ada,f,Belum menikah,0
1518,Strata I (S1),29,Pendidikan Agama Islam,tidak ada,tidak ada,f,Menikah,0
1519,SLTA / MA / Sederajat,30,Komputer Multimedia,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1520,Diploma III,23,Bahasa Inggris,tidak ada,tidak ada,f,Belum menikah,0
1521,SLTA / MA / Sederajat,29,IPS,tidak ada,tidak ada,f,Belum menikah,0
1522,Strata I (S1),28,Pendidikan Bahasa Inggris,{Pendidikan},tidak ada,f,Belum menikah,0
1523,SMK / MAK / Sederajat,23,Teknik Manufaktur,tidak ada,tidak ada,f,Belum menikah,0
1524,SMK / MAK / Sederajat,21,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1525,SMK / MAK / Sederajat,24,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1526,Strata I (S1),37,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),tidak ada,ada,f,Menikah,1
1527,Strata I (S1),24,Sistem Informasi,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
1528,SLTA / MA / Sederajat,33,IPS,tidak ada,tidak ada,f,Menikah,2
1529,Strata I (S1),32,Akuntansi,{Akunting},tidak ada,f,Menikah,0
1530,Diploma III,28,Perhotelan,tidak ada,tidak ada,f,Belum menikah,3
1531,Strata I (S1),35,Agroteknologi,tidak ada,tidak ada,f,Belum menikah,0
1532,Strata I (S1),27,Bimbingan Dan Konseling,tidak ada,tidak ada,f,Belum menikah,0
1533,Diploma IV,22,Manajemen,tidak ada,ada,f,Belum menikah,0
1534,Strata I (S1),30,Pendidikan Matematika,tidak ada,tidak ada,f,Belum menikah,0
1535,Strata I (S1),25,Bahasa dan Sastra Indonesia,"{""PEJABAT LEMBAGA LEGISLATIF, PEJABAT TINGGI, DAN MANAJER""}",tidak ada,t,Belum menikah,0
1536,Diploma III,30,Analis Kesehatan,{Kesehatan},tidak ada,f,Menikah,2
1537,Strata I (S1),29,Manajemen,tidak ada,tidak ada,f,Menikah,0
1538,SMK / MAK / Sederajat,20,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1539,Strata I (S1),36,Manajemen,"{""Perbankan / Keuangan""}",tidak ada,f,Menikah,2
1540,Strata I (S1),45,Teknik Elektro,"{""Perbankan / Keuangan""}",tidak ada,f,Menikah,0
1541,SMK / MAK / Sederajat,21,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1542,SMK / MAK / Sederajat,22,Ilmu Keperawatan,tidak ada,tidak ada,f,Belum menikah,0
1543,Diploma III,28,Administrasi Perkantoran,tidak ada,tidak ada,f,Menikah,1
1544,Strata I (S1),37,Manajemen,tidak ada,tidak ada,t,Menikah,1
1545,Strata I (S1),25,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1546,Diploma IV,24,Analis Kesehatan,tidak ada,tidak ada,f,Belum menikah,0
1547,Strata I (S1),26,Manajemen,{Pendidikan},tidak ada,f,Belum menikah,0
1548,Strata I (S1),26,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1549,Strata I (S1),23,Statistika,tidak ada,tidak ada,f,Belum menikah,0
1550,Diploma III,29,Ilmu Perpustakaan,tidak ada,tidak ada,f,Menikah,1
1551,Diploma III,26,Gizi,{Kesehatan},ada,f,Belum menikah,0
1552,Strata I (S1),30,Ekonomi Pembangunan,tidak ada,tidak ada,f,Menikah,1
1553,Strata I (S1),31,Ekonomi Pembangunan,"{""Information Technology (IT)""}",tidak ada,f,Menikah,1
1554,Diploma I,24,Desain Grafis,"{""OPERATOR DAN PERAKIT MESIN""}",ada,f,Belum menikah,0
1555,Strata I (S1),30,Akuntansi,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1556,SMK / MAK / Sederajat,26,Perhotelan,tidak ada,tidak ada,f,Belum menikah,0
1557,Strata I (S1),33,Pendidikan Dokter Gigi,tidak ada,tidak ada,f,Menikah,2
1558,Strata I (S1),36,Akuntansi,{Akunting},ada,f,Menikah,3
1559,Strata I (S1),26,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1560,SMK / MAK / Sederajat,46,Perhotelan,tidak ada,tidak ada,f,Menikah,2
1561,SMK / MAK / Sederajat,21,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1562,Strata I (S1),26,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1563,SLTA / MA / Sederajat,25,IPA,tidak ada,tidak ada,f,Belum menikah,0
1564,Strata I (S1),32,Manajemen,tidak ada,tidak ada,f,Menikah,1
1565,Strata I (S1),31,Teknik Lingkungan,{Pendidikan},ada,f,Belum menikah,0
1566,SMK / MAK / Sederajat,28,IPS,tidak ada,tidak ada,f,Menikah,1
1567,Strata I (S1),27,Akuntansi,tidak ada,tidak ada,f,Menikah,0
1568,SLTA / MA / Sederajat,28,IPA,tidak ada,tidak ada,f,Belum menikah,0
1569,Strata I (S1),27,Teknik Sipil,tidak ada,tidak ada,t,Belum menikah,0
1570,SMK / MAK / Sederajat,23,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1571,SMK / MAK / Sederajat,26,Teknik Komputer,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1572,Strata I (S1),37,Pendidikan Bahasa Inggris,tidak ada,tidak ada,f,Menikah,0
1573,SMK / MAK / Sederajat,19,IPS,tidak ada,tidak ada,f,Belum menikah,0
1574,Strata I (S1),31,Manajemen,"{""Lain - Lain""}",ada,f,Menikah,0
1575,Strata I (S1),28,Arsitektur,tidak ada,tidak ada,f,Menikah,1
1576,Strata I (S1),26,Manajemen,tidak ada,ada,f,Menikah,0
1577,SMK / MAK / Sederajat,20,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
1578,SLTA / MA / Sederajat,51,IPA,tidak ada,tidak ada,f,Menikah,1
1579,SLTA / MA / Sederajat,24,IPS,tidak ada,tidak ada,f,Belum menikah,0
1580,Strata I (S1),31,Ilmu Komunikasi,tidak ada,tidak ada,f,Menikah,1
1581,Strata I (S1),32,Ilmu Hukum,tidak ada,ada,f,Menikah,1
1582,Strata I (S1),30,Administrasi Niaga,{Marketing},tidak ada,f,Menikah,1
1583,SLTA / MA / Sederajat,23,IPA,tidak ada,tidak ada,f,Belum menikah,0
1584,SMK / MAK / Sederajat,20,Listrik,tidak ada,ada,f,Belum menikah,0
1585,SMK / MAK / Sederajat,24,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1586,Diploma I,35,Teknik Informatika,tidak ada,tidak ada,f,Menikah,1
1587,Strata I (S1),24,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1588,Strata I (S1),30,Sastra Jepang,"{""Lain - Lain""}",ada,f,Belum menikah,0
1589,Strata I (S1),29,Akuntansi,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1590,Strata I (S1),28,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1591,SMK / MAK / Sederajat,21,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1592,SLTA / MA / Sederajat,34,Teknik Mesin,"{""OPERATOR DAN PERAKIT MESIN""}",tidak ada,f,Menikah,1
1593,Diploma IV,29,Umum,tidak ada,tidak ada,f,Belum menikah,0
1594,Diploma II,23,Listrik,{Teknik},ada,f,Belum menikah,0
1595,SMK / MAK / Sederajat,19,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1596,Strata I (S1),24,Sistem Informasi,tidak ada,tidak ada,f,Belum menikah,0
1597,Strata I (S1),37,Teknik Sipil,{Teknik},tidak ada,f,Menikah,0
1598,SMK / MAK / Sederajat,30,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1599,Strata I (S1),38,Teknologi Informasi,tidak ada,tidak ada,f,Menikah,1
1600,SLTA / MA / Sederajat,24,IPA,tidak ada,tidak ada,f,Belum menikah,0
1601,SLTA / MA / Sederajat,32,IPS,tidak ada,tidak ada,f,Menikah,5
1602,SLTA / MA / Sederajat,31,Komputerisasi Akuntansi,tidak ada,tidak ada,t,Menikah,2
1603,SMK / MAK / Sederajat,20,Komputer Multimedia,tidak ada,ada,f,Belum menikah,0
1604,SMK / MAK / Sederajat,35,Tata Boga,tidak ada,tidak ada,f,Menikah,3
1605,Strata I (S1),38,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,2
1606,SD / MI / Sederajat,41,Manajemen,tidak ada,tidak ada,f,Menikah,2
1607,Strata I (S1),34,Pendidikan Guru Sekolah Dasar,tidak ada,tidak ada,f,Menikah,2
1608,Strata I (S1),39,PSKGJ Bimbingan dan Konseling,tidak ada,tidak ada,f,Menikah,2
1609,SMK / MAK / Sederajat,23,Tata Boga,"{""TENAGA PROFESIONAL""}",ada,f,Belum menikah,0
1610,Strata I (S1),29,Ilmu Administrasi Negara,{Marketing},ada,f,Menikah,0
1611,SLTA / MA / Sederajat,21,IPA,tidak ada,tidak ada,f,Belum menikah,0
1612,SLTA / MA / Sederajat,29,IPA,{Manager},ada,f,Menikah,0
1613,SLTA / MA / Sederajat,28,IPA,tidak ada,tidak ada,f,Menikah,0
1614,Strata I (S1),31,Akuntansi,{Akunting},tidak ada,f,Menikah,0
1615,SLTA / MA / Sederajat,38,IPS,"{""Perbankan / Keuangan""}",tidak ada,f,Menikah,1
1616,SMK / MAK / Sederajat,26,Komputer Multimedia,{Marketing},tidak ada,f,Menikah,0
1617,SLTA / MA / Sederajat,31,IPA,tidak ada,tidak ada,f,Menikah,0
1618,SMK / MAK / Sederajat,37,Manajemen,tidak ada,tidak ada,f,Janda,2
1619,Strata I (S1),26,Akuntansi,{Pendidikan},tidak ada,f,Menikah,1
1620,Strata I (S1),24,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1621,SMK / MAK / Sederajat,21,Manajemen,"{""Lain - Lain""}",ada,f,Belum menikah,0
1622,SLTP / MTs / Sederajat,35,Manajemen,tidak ada,tidak ada,f,Menikah,0
1623,SMK / MAK / Sederajat,28,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1624,Diploma III,24,Bahasa Inggris,tidak ada,tidak ada,f,Belum menikah,0
1625,SMK / MAK / Sederajat,20,Perhotelan,tidak ada,tidak ada,f,Belum menikah,0
1626,Strata I (S1),28,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1627,Strata I (S1),27,Manajemen,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1628,SMK / MAK / Sederajat,21,Akuntansi,"{""Lain - Lain""}",ada,f,Belum menikah,0
1629,SMK / MAK / Sederajat,26,Kepariwisataan,tidak ada,tidak ada,f,Belum menikah,0
1630,Strata I (S1),25,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1631,Strata I (S1),28,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1632,SLTA / MA / Sederajat,23,IPA,tidak ada,tidak ada,f,Belum menikah,0
1633,SMK / MAK / Sederajat,20,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1634,SMK / MAK / Sederajat,26,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,0
1635,SMK / MAK / Sederajat,34,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1636,SMK / MAK / Sederajat,23,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
1637,Strata I (S1),29,Teknik Industri,tidak ada,tidak ada,f,Menikah,1
1638,Strata I (S1),28,Matematika,{Pendidikan},tidak ada,f,Belum menikah,0
1639,Strata I (S1),25,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
1640,SMK / MAK / Sederajat,25,Teknik Listrik Industri,tidak ada,tidak ada,f,Belum menikah,0
1641,Strata I (S1),24,Teknik Mesin,tidak ada,ada,f,Belum menikah,0
1642,SMK / MAK / Sederajat,30,Komputer Multimedia,"{""TENAGA PROFESIONAL""}",tidak ada,f,Menikah,1
1643,SMK / MAK / Sederajat,38,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,1
1644,SLTA / MA / Sederajat,33,IPS,tidak ada,tidak ada,f,Menikah,1
1645,Strata I (S1),32,Teknik Informatika,tidak ada,tidak ada,f,Menikah,1
1646,Strata I (S1),26,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1647,SLTA / MA / Sederajat,24,IPA,tidak ada,tidak ada,f,Belum menikah,0
1648,SMK / MAK / Sederajat,22,Teknologi Informasi,tidak ada,ada,f,Belum menikah,0
1649,SMK / MAK / Sederajat,38,Komputerisasi Akuntansi,tidak ada,tidak ada,f,Menikah,2
1650,Strata I (S1),23,Teknik Telekomunikasi,tidak ada,tidak ada,f,Belum menikah,0
1651,SLTA / MA / Sederajat,20,IPS,tidak ada,tidak ada,f,Belum menikah,0
1652,Strata I (S1),33,Manajemen,tidak ada,tidak ada,f,Menikah,1
1653,Strata I (S1),36,Pendidikan Bahasa Dan Sastra Indonesia,tidak ada,tidak ada,f,Menikah,1
1654,SMK / MAK / Sederajat,24,Desain Produk,tidak ada,tidak ada,f,Belum menikah,0
1655,SMK / MAK / Sederajat,46,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,1
1656,Strata I (S1),26,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1657,SLTA / MA / Sederajat,40,Listrik,tidak ada,tidak ada,f,Menikah,2
1658,Strata I (S1),31,Ilmu Komunikasi,tidak ada,tidak ada,f,Menikah,0
1659,SMK / MAK / Sederajat,29,Teknik Otomotif,"{""OPERATOR DAN PERAKIT MESIN""}",tidak ada,f,Menikah,2
1660,Strata I (S1),29,Arsitektur,tidak ada,tidak ada,f,Menikah,0
1661,SMK / MAK / Sederajat,20,Teknik Komputer,tidak ada,ada,f,Belum menikah,0
1662,Strata I (S1),27,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1663,SMK / MAK / Sederajat,20,Keuangan Dan Perbankan,tidak ada,tidak ada,f,Belum menikah,0
1664,SMK / MAK / Sederajat,19,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1665,SMK / MAK / Sederajat,27,Ilmu Ekonomi,{{Arsitektur}tur},tidak ada,f,Menikah,1
1666,SMK / MAK / Sederajat,29,Teknik Mesin,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",tidak ada,f,Menikah,2
1667,Strata I (S1),33,Teknik Sipil,tidak ada,ada,f,Menikah,0
1668,Diploma IV,30,Teknik Elektro,"{""OPERATOR DAN PERAKIT MESIN""}",tidak ada,f,Menikah,1
1669,SMK / MAK / Sederajat,21,Teknik Otomotif,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1670,Strata I (S1),37,Ilmu Hukum,tidak ada,tidak ada,f,Belum menikah,0
1671,SLTA / MA / Sederajat,35,IPS,tidak ada,tidak ada,f,Menikah,2
1672,Strata I (S1),25,Ilmu Komunikasi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1673,SMK / MAK / Sederajat,22,Teknik Mesin,{Teknik},tidak ada,f,Belum menikah,0
1674,Strata I (S1),27,Fisika,tidak ada,ada,f,Belum menikah,0
1675,Strata I (S1),24,Statistika,tidak ada,tidak ada,f,Belum menikah,0
1676,Strata I (S1),31,Manajemen,tidak ada,tidak ada,f,Menikah,1
1677,SMK / MAK / Sederajat,19,Manajemen Pemasaran,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Belum menikah,0
1678,SMK / MAK / Sederajat,26,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1679,SMK / MAK / Sederajat,24,Teknik Mesin,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1680,Strata I (S1),25,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1681,SMK / MAK / Sederajat,24,Teknik Elektronika,tidak ada,ada,f,Belum menikah,0
1682,Strata I (S1),28,Teknik Informatika,{Pendidikan},tidak ada,f,Belum menikah,0
1683,Strata I (S1),25,Agribisnis,tidak ada,tidak ada,f,Belum menikah,0
1684,SLTA / MA / Sederajat,35,IPA,tidak ada,tidak ada,f,Menikah,2
1685,SLTA / MA / Sederajat,28,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,1
1686,SMK / MAK / Sederajat,23,Perhotelan,tidak ada,tidak ada,f,Belum menikah,0
1687,Strata I (S1),26,Manajemen,"{""Perbankan / Keuangan""}",ada,f,Belum menikah,0
1688,Strata I (S1),26,Teknik Elektro,{Teknik},tidak ada,f,Belum menikah,0
1689,Strata I (S1),30,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1690,SMK / MAK / Sederajat,23,Teknik Mesin,"{""OPERATOR DAN PERAKIT MESIN""}",tidak ada,f,Belum menikah,0
1691,SMK / MAK / Sederajat,21,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1692,SMK / MAK / Sederajat,21,Teknik Mesin,tidak ada,tidak ada,t,Belum menikah,0
1693,SMK / MAK / Sederajat,31,Teknik Perkapalan,tidak ada,tidak ada,f,Menikah,2
1694,SLTP / MTs / Sederajat,56,Pendidikan Kepelatihan Olahraga,tidak ada,tidak ada,f,Menikah,1
1695,Strata I (S1),26,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1696,SMK / MAK / Sederajat,22,Komputer Grafis dan Cetak,tidak ada,tidak ada,f,Belum menikah,0
1697,Strata I (S1),23,Ilmu Administrasi Negara,tidak ada,tidak ada,f,Belum menikah,0
1698,Strata II (Magister/S2),29,Teknik Komputer,{Pendidikan},ada,f,Menikah,1
1699,Diploma III,27,Kebidanan,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1700,Diploma III,27,Administrasi Niaga,tidak ada,tidak ada,f,Belum menikah,0
1701,SMK / MAK / Sederajat,26,Biologi,tidak ada,tidak ada,f,Belum menikah,0
1702,SLTP / MTs / Sederajat,38,Manajemen,tidak ada,tidak ada,f,Menikah,1
1703,SLTA / MA / Sederajat,19,Umum,tidak ada,tidak ada,f,Belum menikah,0
1704,SMK / MAK / Sederajat,23,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1705,SMK / MAK / Sederajat,26,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
1706,SLTA / MA / Sederajat,26,IPA,tidak ada,tidak ada,t,Belum menikah,4
1707,SMK / MAK / Sederajat,27,Komputer Grafis dan Cetak,tidak ada,tidak ada,f,Menikah,1
1708,SMK / MAK / Sederajat,28,Teknik Kendaraan Ringan,tidak ada,tidak ada,f,Belum menikah,0
1709,SLTA / MA / Sederajat,21,IPS,tidak ada,tidak ada,f,Belum menikah,0
1710,SLTA / MA / Sederajat,38,Manajemen,tidak ada,tidak ada,f,Menikah,3
1711,SMK / MAK / Sederajat,22,Teknik Industri,tidak ada,tidak ada,t,Belum menikah,0
1712,Diploma I,31,Teknologi Informasi,"{""Information Technology (IT)""}",ada,f,Menikah,1
1713,SMK / MAK / Sederajat,25,IPS,tidak ada,tidak ada,f,Belum menikah,0
1714,SMK / MAK / Sederajat,21,IPS,tidak ada,ada,f,Belum menikah,0
1715,SLTA / MA / Sederajat,38,Manajemen,tidak ada,tidak ada,f,Menikah,2
